,"{pod=""blackbox-node1-prometheus-blackbox-exporter-6d86b6b49c-sb8pw""}","{pod=""blackbox-node2-prometheus-blackbox-exporter-58d4865fdc-pffcn""}","{pod=""blackbox-node3-prometheus-blackbox-exporter-5f7b6d758-kswpr""}","{pod=""blackbox-node4-prometheus-blackbox-exporter-5f89b79b4-r4d7j""}","{pod=""blackbox-node5-prometheus-blackbox-exporter-5cd7c5ccbd-gcrt7""}","{pod=""deployment-deployer-7778b878f9-6vdvf""}","{pod=""deployment-deployer-7778b878f9-878wz""}","{pod=""deployment-optimizer-5ff457c9cc-bk2p5""}","{pod=""deployment-optimizer-5ff457c9cc-pcb2n""}","{pod=""deployment-ricplt-a1mediator-76c7f6dcb4-zg85q""}","{pod=""deployment-ricplt-a1mediator-78fbf479cc-l25xt""}","{pod=""deployment-ricplt-a1mediator-79f4db9784-nn8cm""}","{pod=""deployment-ricplt-alarmmanager-7c49487bcd-5jb27""}","{pod=""deployment-ricplt-alarmmanager-8645bb7fd5-jcg9l""}","{pod=""deployment-ricplt-alarmmanager-866b4bf58b-xtdqd""}","{pod=""deployment-ricplt-appmgr-5549c4bd8c-9l9l4""}","{pod=""deployment-ricplt-appmgr-64f57d9f7b-slxr5""}","{pod=""deployment-ricplt-appmgr-85d8dc4cfb-m896q""}","{pod=""deployment-ricplt-e2mgr-7474d7996f-c8lgd""}","{pod=""deployment-ricplt-e2mgr-8b6bdc696-jqsjq""}","{pod=""deployment-ricplt-e2mgr-b5584d8d5-g59k5""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bbph6s""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bwjmdl""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbffcdtz""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbfgs4ql""}","{pod=""deployment-ricplt-e2term-opt-e2term-node4-alpha-84ffb664f6nf4sr""}","{pod=""deployment-ricplt-e2term-opt-e2term-node4-alpha-84ffb664f6vqczl""}","{pod=""deployment-ricplt-e2term-opt-e2term-node5-alpha-6c9555699-gxd7g""}","{pod=""deployment-ricplt-e2term-opt-e2term-node5-alpha-6c9555699-s68x9""}","{pod=""deployment-ricplt-o1mediator-7f574b7d5f-dwvrp""}","{pod=""deployment-ricplt-o1mediator-c7bc47bb4-9tkmq""}","{pod=""deployment-ricplt-rtmgr-5c77cff858-zv8f9""}","{pod=""deployment-ricplt-rtmgr-fb5798778-hhlh8""}","{pod=""deployment-ricplt-submgr-5bdcb49d87-p9zgz""}","{pod=""deployment-ricplt-submgr-7675dbfd8b-mcf9w""}","{pod=""deployment-ricplt-submgr-bb874c9db-76xz5""}","{pod=""deployment-ricplt-vespamgr-555b7585d9-6sjqh""}","{pod=""deployment-ricplt-vespamgr-64fdb8d58d-wsk2c""}","{pod=""deployment-tiller-ricxapp-6ff54cb9c-vw7f9""}","{pod=""node-exporter-prometheus-node-exporter-gcskn""}","{pod=""node-exporter-prometheus-node-exporter-jsm7h""}","{pod=""node-exporter-prometheus-node-exporter-mp29z""}","{pod=""node-exporter-prometheus-node-exporter-tnfq8""}","{pod=""node-exporter-prometheus-node-exporter-wmpr2""}","{pod=""opt1-e2sim-node2-e2sim-helm-5d65dfdc74-c7n86""}","{pod=""opt1-e2sim-node3-e2sim-helm-687bf848b4-fxj7k""}","{pod=""opt1-e2sim-node4-e2sim-helm-785d755b9d-dfhth""}","{pod=""opt1-e2sim-node5-e2sim-helm-6666df6d44-7df5c""}","{pod=""opt2-e2sim-node2-e2sim-helm-d5974c75b-9fd4m""}","{pod=""opt2-e2sim-node3-e2sim-helm-7b87749554-tf9mx""}","{pod=""opt2-e2sim-node4-e2sim-helm-654f5cf45b-dpm25""}","{pod=""opt2-e2sim-node5-e2sim-helm-6fcf4959c6-9qvmr""}","{pod=""r4-infrastructure-kong-57684789c7-b9kpf""}","{pod=""r4-infrastructure-prometheus-alertmanager-6d6d49b774-v8sc4""}","{pod=""r4-infrastructure-prometheus-server-5b6c9fd9c4-5nljn""}","{pod=""ricxapp-opt1-xapp1-node2-e22-7577b49cd-2x6tk""}","{pod=""ricxapp-opt1-xapp1-node3-e23-7b8f9478f8-pgdh6""}","{pod=""ricxapp-opt1-xapp1-node4-e24-fd79d569d-rmfdr""}","{pod=""ricxapp-opt1-xapp1-node5-e25-594f44cd4b-nt4ml""}","{pod=""ricxapp-opt2-xapp1-node2-e22-6b65dcfcf4-mdcpq""}","{pod=""ricxapp-opt2-xapp1-node3-e23-5f4c8f6c58-rg28w""}","{pod=""ricxapp-opt2-xapp1-node4-e24-54b869bc8-rdkjf""}","{pod=""ricxapp-opt2-xapp1-node5-e25-56dbfdffbb-pxjcw""}","{pod=""statefulset-ricplt-dbaas-server-0""}"
2022-11-08 00:31:10,51273728.0,37515264.0,37457920.0,37961728.0,33038336.0,272048128.0,269496320.0,403570688.0,415203328.0,,348131328.0,135917568.0,,30236672.0,30212096.0,58576896.0,,26992640.0,,24563712.0,43614208.0,54288384.0,,43626496.0,,43585536.0,,,43778048.0,82165760.0,,,39665664.0,35725312.0,,38477824.0,,49192960.0,17784832.0,40464384.0,33054720.0,30830592.0,33017856.0,50253824.0,4710400.0,4497408.0,4874240.0,4370432.0,,,,,1168179200.0,53288960.0,3308728320.0,28774400.0,29376512.0,28692480.0,29712384.0,,,,,14475264.0
2022-11-08 00:31:11,51273728.0,37515264.0,35446784.0,37961728.0,33038336.0,272048128.0,269496320.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30236672.0,15958016.0,58576896.0,,26992640.0,,24563712.0,43614208.0,54288384.0,,43626496.0,,43565056.0,,,43778048.0,82165760.0,,,39665664.0,35725312.0,,38477824.0,,49192960.0,17784832.0,40464384.0,33054720.0,30830592.0,33017856.0,50253824.0,4710400.0,4497408.0,4874240.0,4370432.0,,,,,1168179200.0,53288960.0,3308728320.0,28774400.0,29376512.0,28692480.0,29712384.0,,,,,14479360.0
2022-11-08 00:31:12,54419456.0,37515264.0,35446784.0,38043648.0,33038336.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30236672.0,15958016.0,58576896.0,,14422016.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43778048.0,82165760.0,,,39665664.0,35717120.0,,38477824.0,,49192960.0,17784832.0,40464384.0,33054720.0,30830592.0,33017856.0,50483200.0,4710400.0,4497408.0,4874240.0,4370432.0,,,,,1168179200.0,53288960.0,3308728320.0,28774400.0,29376512.0,28725248.0,29712384.0,,,,,14479360.0
2022-11-08 00:31:13,54419456.0,37515264.0,35446784.0,38043648.0,33038336.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30236672.0,15958016.0,58576896.0,,14422016.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43814912.0,82145280.0,,,39665664.0,35717120.0,,38477824.0,,49192960.0,17784832.0,40464384.0,33054720.0,30830592.0,33017856.0,50483200.0,4710400.0,4440064.0,4874240.0,4370432.0,,,,,1168179200.0,53288960.0,3308728320.0,28774400.0,29376512.0,28725248.0,29773824.0,,,,,14508032.0
2022-11-08 00:31:14,54419456.0,37515264.0,35446784.0,38043648.0,34766848.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30236672.0,15958016.0,58576896.0,,14422016.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43814912.0,82145280.0,,,39665664.0,35717120.0,,38477824.0,,49192960.0,17784832.0,40464384.0,33054720.0,30830592.0,33017856.0,50483200.0,4710400.0,4440064.0,4919296.0,4370432.0,,,,,1168179200.0,53288960.0,3307810816.0,28815360.0,29376512.0,28725248.0,29773824.0,,,,,14508032.0
2022-11-08 00:31:15,54419456.0,37515264.0,35446784.0,38260736.0,34766848.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30236672.0,15958016.0,58544128.0,,14422016.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43814912.0,82145280.0,,,39665664.0,35717120.0,,38477824.0,,49192960.0,17784832.0,40464384.0,31444992.0,30830592.0,33017856.0,50483200.0,4612096.0,4440064.0,4919296.0,4370432.0,,,,,1168179200.0,53288960.0,3307810816.0,28815360.0,29376512.0,28725248.0,29773824.0,,,,,14508032.0
2022-11-08 00:31:16,54419456.0,37515264.0,35446784.0,38260736.0,34766848.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30236672.0,851968.0,58544128.0,,647168.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43814912.0,82145280.0,,,39665664.0,35717120.0,,19972096.0,,49192960.0,17784832.0,40464384.0,31444992.0,30830592.0,33017856.0,50483200.0,4755456.0,4440064.0,4919296.0,4370432.0,,,,,1168179200.0,53288960.0,3307810816.0,28815360.0,29421568.0,28725248.0,29773824.0,,,,,14508032.0
2022-11-08 00:31:17,54419456.0,37515264.0,35446784.0,38260736.0,34766848.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30224384.0,851968.0,58544128.0,,647168.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43814912.0,82145280.0,,,39665664.0,35717120.0,,19238912.0,,49192960.0,17784832.0,40464384.0,31444992.0,30916608.0,33017856.0,50483200.0,4755456.0,4472832.0,4919296.0,4370432.0,,,,,1168179200.0,53288960.0,3307810816.0,28815360.0,29421568.0,28725248.0,29773824.0,,,,,14508032.0
2022-11-08 00:31:18,54419456.0,37515264.0,35446784.0,38260736.0,34766848.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30224384.0,,58544128.0,,647168.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35704832.0,,,,49192960.0,17784832.0,40464384.0,31444992.0,30916608.0,31105024.0,50483200.0,4755456.0,4472832.0,4919296.0,4431872.0,,,,,1168179200.0,53288960.0,3307773952.0,28815360.0,29421568.0,28725248.0,29810688.0,,,,,14508032.0
2022-11-08 00:31:19,54419456.0,37515264.0,35446784.0,38260736.0,34766848.0,272048128.0,269594624.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30224384.0,,58544128.0,,647168.0,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35704832.0,,,,49192960.0,17784832.0,40464384.0,31444992.0,32509952.0,31105024.0,50483200.0,4755456.0,4472832.0,4919296.0,4431872.0,,,,,1168179200.0,53288960.0,3307773952.0,28815360.0,29421568.0,28782592.0,29810688.0,,,,,14508032.0
2022-11-08 00:31:20,54419456.0,37515264.0,35446784.0,38260736.0,34766848.0,272048128.0,269701120.0,403570688.0,415203328.0,,348131328.0,135438336.0,,30224384.0,,58544128.0,,,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35704832.0,,,,48549888.0,17784832.0,40464384.0,32043008.0,32509952.0,31105024.0,50483200.0,4755456.0,4472832.0,4919296.0,4431872.0,,,,,1168179200.0,53288960.0,3307773952.0,28815360.0,29421568.0,28782592.0,29810688.0,,,,,14508032.0
2022-11-08 00:31:21,54419456.0,38080512.0,35446784.0,38260736.0,34766848.0,272048128.0,269701120.0,403533824.0,415203328.0,,348131328.0,135458816.0,,30224384.0,,58544128.0,,,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35704832.0,,,,48549888.0,17784832.0,40464384.0,32043008.0,32509952.0,31105024.0,50483200.0,4755456.0,4472832.0,4919296.0,4497408.0,,,,,1168179200.0,53288960.0,3307773952.0,28815360.0,29421568.0,28782592.0,29810688.0,,,,,14508032.0
2022-11-08 00:31:22,54419456.0,38510592.0,35762176.0,38260736.0,34766848.0,272048128.0,269701120.0,403533824.0,415203328.0,,348131328.0,135348224.0,,30224384.0,,58544128.0,,,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35700736.0,,,,48549888.0,17784832.0,41226240.0,32043008.0,32509952.0,31105024.0,53116928.0,4755456.0,4472832.0,4919296.0,4497408.0,,,,,1168179200.0,53288960.0,3307773952.0,28868608.0,29421568.0,28782592.0,29810688.0,,,,,14508032.0
2022-11-08 00:31:23,54419456.0,38510592.0,35762176.0,38260736.0,34766848.0,272048128.0,269701120.0,403533824.0,415203328.0,,348131328.0,135348224.0,,30224384.0,,58544128.0,,,,24563712.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35700736.0,,,,48549888.0,17784832.0,42622976.0,32043008.0,32509952.0,31105024.0,52514816.0,4755456.0,4472832.0,4919296.0,4497408.0,,,,,1168179200.0,53288960.0,3307773952.0,28868608.0,29421568.0,28782592.0,29810688.0,,,,,14508032.0
2022-11-08 00:31:24,53673984.0,38510592.0,37187584.0,38260736.0,34775040.0,272048128.0,269705216.0,403533824.0,415203328.0,,348131328.0,135348224.0,,30224384.0,,58544128.0,,,,24682496.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35700736.0,,,,48549888.0,17784832.0,42622976.0,32043008.0,32509952.0,31105024.0,52514816.0,4755456.0,4472832.0,4919296.0,4497408.0,,,,,1168179200.0,53288960.0,3307773952.0,28868608.0,29347840.0,28782592.0,29810688.0,,,,,14893056.0
2022-11-08 00:31:25,53673984.0,38510592.0,37187584.0,38260736.0,34775040.0,272048128.0,269705216.0,403533824.0,415203328.0,,348131328.0,135348224.0,,30224384.0,,58544128.0,,,,24682496.0,43614208.0,54288384.0,,43679744.0,,43565056.0,,,43851776.0,82112512.0,,,39669760.0,35700736.0,,,,48549888.0,17784832.0,42622976.0,32043008.0,32509952.0,31105024.0,52514816.0,4755456.0,4472832.0,4984832.0,4497408.0,,,,,1168179200.0,53288960.0,3307773952.0,28868608.0,29347840.0,28782592.0,29810688.0,,,,,14893056.0
2022-11-08 00:31:26,53673984.0,38510592.0,37187584.0,38260736.0,34775040.0,272048128.0,269705216.0,403533824.0,415203328.0,,348131328.0,135348224.0,,30224384.0,,58544128.0,,,,24682496.0,43614208.0,54288384.0,,43708416.0,,43565056.0,,,43851776.0,82112512.0,,,39682048.0,35700736.0,,,,48549888.0,17784832.0,42622976.0,32043008.0,32509952.0,31105024.0,52514816.0,4694016.0,4472832.0,4984832.0,4497408.0,,,,,1168179200.0,53288960.0,3307773952.0,28868608.0,29347840.0,28782592.0,29810688.0,,,,,14893056.0
2022-11-08 00:31:27,53673984.0,38510592.0,37187584.0,38486016.0,33628160.0,272048128.0,269705216.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30224384.0,,58544128.0,,,,24682496.0,43614208.0,54288384.0,,43708416.0,,43565056.0,,,43851776.0,82112512.0,,,39682048.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,32043008.0,32509952.0,31105024.0,52514816.0,4694016.0,4497408.0,4984832.0,4497408.0,,,,,1168179200.0,53288960.0,3307769856.0,28868608.0,29347840.0,28782592.0,29810688.0,,,,,14893056.0
2022-11-08 00:31:28,53673984.0,38510592.0,37187584.0,36454400.0,33628160.0,272048128.0,269705216.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58544128.0,,,,24801280.0,43614208.0,54292480.0,,43708416.0,,43565056.0,,,43868160.0,82083840.0,,,39682048.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,32509952.0,31105024.0,52514816.0,4694016.0,4497408.0,4984832.0,4497408.0,,,,,1168179200.0,53288960.0,3307769856.0,28868608.0,29347840.0,28782592.0,29810688.0,,,,,14893056.0
2022-11-08 00:31:29,52502528.0,38510592.0,37187584.0,36454400.0,33628160.0,272048128.0,269705216.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58544128.0,,,,24801280.0,22958080.0,54292480.0,,43708416.0,,43565056.0,,,43868160.0,82083840.0,,,39682048.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,32509952.0,29306880.0,52514816.0,4694016.0,4497408.0,5115904.0,4497408.0,,,,,1168179200.0,53288960.0,3307769856.0,28868608.0,29347840.0,28782592.0,29810688.0,,,,,14893056.0
