,"{pod=""blackbox-node1-prometheus-blackbox-exporter-6d86b6b49c-sb8pw""}","{pod=""blackbox-node2-prometheus-blackbox-exporter-58d4865fdc-pffcn""}","{pod=""blackbox-node3-prometheus-blackbox-exporter-5f7b6d758-kswpr""}","{pod=""blackbox-node4-prometheus-blackbox-exporter-5f89b79b4-r4d7j""}","{pod=""blackbox-node5-prometheus-blackbox-exporter-5cd7c5ccbd-gcrt7""}","{pod=""deployment-deployer-6764cb6744-4hfnw""}","{pod=""deployment-optimizer-b4ff8c9f-g8pzz""}","{pod=""deployment-ricplt-a1mediator-57b7f7b4cc-zzgx6""}","{pod=""deployment-ricplt-alarmmanager-7c966687bb-fvp9q""}","{pod=""deployment-ricplt-appmgr-6cd7566876-sq4p5""}","{pod=""deployment-ricplt-e2mgr-848f65747c-xwrb9""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bsddll""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbf7dmjv""}","{pod=""deployment-ricplt-e2term-opt-e2term-node4-alpha-84ffb664f6rf8zt""}","{pod=""deployment-ricplt-e2term-opt-e2term-node5-alpha-6c9555699-lj8zt""}","{pod=""deployment-ricplt-o1mediator-7dbb86974c-9bgvj""}","{pod=""deployment-ricplt-rtmgr-66457fd4f5-t87jh""}","{pod=""deployment-ricplt-submgr-5d5db898dd-w99fm""}","{pod=""deployment-ricplt-vespamgr-54994bcdf9-s8jc5""}","{pod=""deployment-tiller-ricxapp-6ff54cb9c-vw7f9""}","{pod=""node-exporter-prometheus-node-exporter-gcskn""}","{pod=""node-exporter-prometheus-node-exporter-jsm7h""}","{pod=""node-exporter-prometheus-node-exporter-mp29z""}","{pod=""node-exporter-prometheus-node-exporter-tnfq8""}","{pod=""node-exporter-prometheus-node-exporter-wmpr2""}","{pod=""opt1-e2sim-node2-e2sim-helm-78d497ddcc-r56zw""}","{pod=""opt1-e2sim-node3-e2sim-helm-dc74cb86f-nw49d""}","{pod=""opt1-e2sim-node4-e2sim-helm-745f979dd5-njfw4""}","{pod=""opt1-e2sim-node5-e2sim-helm-f56db488f-cmpqr""}","{pod=""opt2-e2sim-node2-e2sim-helm-9544f7fd5-m5vjt""}","{pod=""opt2-e2sim-node3-e2sim-helm-5cccb47df-mqv89""}","{pod=""opt2-e2sim-node4-e2sim-helm-578696b845-xnkdr""}","{pod=""opt2-e2sim-node5-e2sim-helm-cf9b7856f-pw2mx""}","{pod=""r4-infrastructure-kong-57684789c7-b9kpf""}","{pod=""r4-infrastructure-prometheus-alertmanager-6d6d49b774-s5dgm""}","{pod=""r4-infrastructure-prometheus-server-5b6c9fd9c4-vjc79""}","{pod=""ricxapp-opt1-xapp1-node2-e22-7577b49cd-52xz2""}","{pod=""ricxapp-opt1-xapp1-node3-e23-7b8f9478f8-2whlx""}","{pod=""ricxapp-opt1-xapp1-node4-e24-fd79d569d-c8fdf""}","{pod=""ricxapp-opt1-xapp1-node5-e25-594f44cd4b-mmqxm""}","{pod=""ricxapp-opt2-xapp1-node2-e22-6b65dcfcf4-c7gtz""}","{pod=""ricxapp-opt2-xapp1-node3-e23-5f4c8f6c58-st2m9""}","{pod=""ricxapp-opt2-xapp1-node4-e24-54b869bc8-s9mtn""}","{pod=""ricxapp-opt2-xapp1-node5-e25-56dbfdffbb-7v7pt""}","{pod=""statefulset-ricplt-dbaas-server-0""}"
2022-11-09 17:36:10,46907392.0,39477248.0,38404096.0,38486016.0,47591424.0,342392832.0,394928128.0,98480128.0,27164672.0,40960000.0,25292800.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33595392.0,32751616.0,41922560.0,17842176.0,50642944.0,33120256.0,33677312.0,32133120.0,47710208.0,4771840.0,4308992.0,4169728.0,4554752.0,,,,,1173381120.0,32727040.0,1266147328.0,25141248.0,25722880.0,25157632.0,25563136.0,,,,,14548992.0
2022-11-09 17:36:11,46907392.0,39477248.0,38404096.0,38486016.0,47591424.0,342401024.0,394928128.0,98480128.0,27164672.0,40960000.0,25292800.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33595392.0,32751616.0,41922560.0,17842176.0,50528256.0,33120256.0,33677312.0,32133120.0,47710208.0,4771840.0,4308992.0,4206592.0,4554752.0,,,,,1173381120.0,32727040.0,1266147328.0,25141248.0,25722880.0,25157632.0,25563136.0,,,,,14548992.0
2022-11-09 17:36:12,46907392.0,39477248.0,37961728.0,38486016.0,47591424.0,342401024.0,394928128.0,98480128.0,27164672.0,40960000.0,25292800.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,41971712.0,17842176.0,50528256.0,33120256.0,33677312.0,32133120.0,47710208.0,4816896.0,4308992.0,4206592.0,4554752.0,,,,,1173381120.0,32727040.0,1277140992.0,25141248.0,25722880.0,25157632.0,25563136.0,,,,,14548992.0
2022-11-09 17:36:13,46907392.0,39477248.0,37961728.0,38486016.0,47042560.0,342401024.0,394928128.0,98480128.0,27164672.0,40960000.0,25292800.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,50528256.0,33120256.0,33677312.0,32133120.0,50380800.0,4816896.0,4308992.0,4206592.0,4554752.0,,,,,1173381120.0,32727040.0,1288003584.0,25141248.0,25722880.0,25157632.0,25563136.0,,,,,14548992.0
2022-11-09 17:36:14,46907392.0,36126720.0,37961728.0,38486016.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25292800.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,49082368.0,33120256.0,33677312.0,32133120.0,50380800.0,4816896.0,4308992.0,4206592.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25141248.0,25722880.0,25157632.0,25600000.0,,,,,14548992.0
2022-11-09 17:36:15,48332800.0,36126720.0,37961728.0,38486016.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25292800.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,49082368.0,33120256.0,31604736.0,32133120.0,50380800.0,4816896.0,4308992.0,4206592.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25157632.0,25600000.0,,,,,14548992.0
2022-11-09 17:36:16,48332800.0,36126720.0,34816000.0,38486016.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25460736.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,49082368.0,32608256.0,31604736.0,32133120.0,50380800.0,4816896.0,4341760.0,4206592.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25157632.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:17,48332800.0,35471360.0,34816000.0,38486016.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25460736.0,48009216.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,49082368.0,32608256.0,31604736.0,32133120.0,50380800.0,4816896.0,4341760.0,4206592.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25157632.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:18,48332800.0,35471360.0,34816000.0,37945344.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,49082368.0,32608256.0,31604736.0,33460224.0,50380800.0,4816896.0,4341760.0,4231168.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25190400.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:19,48332800.0,35471360.0,34816000.0,37945344.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32751616.0,42090496.0,17842176.0,49082368.0,33132544.0,33374208.0,33460224.0,50380800.0,4816896.0,4341760.0,4231168.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25190400.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:20,48332800.0,35471360.0,34816000.0,37945344.0,47042560.0,342401024.0,394928128.0,98500608.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32759808.0,42090496.0,17842176.0,49082368.0,33132544.0,33374208.0,34799616.0,50380800.0,4816896.0,4341760.0,4231168.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25190400.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:21,47300608.0,35471360.0,34816000.0,37928960.0,47042560.0,342401024.0,394928128.0,98525184.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32768000.0,42090496.0,17842176.0,49082368.0,33132544.0,33374208.0,34799616.0,50380800.0,4816896.0,4386816.0,4231168.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25190400.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:22,47300608.0,35471360.0,34816000.0,37928960.0,47042560.0,342401024.0,394928128.0,98525184.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32768000.0,42090496.0,17842176.0,49082368.0,33132544.0,33374208.0,34799616.0,50380800.0,4857856.0,4386816.0,4231168.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25190400.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:23,47300608.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98525184.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43909120.0,78479360.0,33603584.0,32768000.0,42090496.0,17842176.0,49082368.0,33132544.0,33374208.0,34799616.0,49111040.0,4857856.0,4386816.0,4231168.0,4603904.0,,,,,1173381120.0,32727040.0,1288003584.0,25186304.0,25722880.0,25190400.0,25653248.0,,,,,14536704.0
2022-11-09 17:36:24,47300608.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98525184.0,27164672.0,40960000.0,25460736.0,48021504.0,43737088.0,44007424.0,43917312.0,78479360.0,33603584.0,32768000.0,41578496.0,17842176.0,49082368.0,33132544.0,33374208.0,34799616.0,49111040.0,4857856.0,4386816.0,4263936.0,4603904.0,,,,,1173381120.0,32727040.0,1296338944.0,25186304.0,25722880.0,25190400.0,25690112.0,,,,,14536704.0
2022-11-09 17:36:25,47300608.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98525184.0,27164672.0,40960000.0,25464832.0,48021504.0,43737088.0,44007424.0,43925504.0,78479360.0,34062336.0,32768000.0,41578496.0,17842176.0,50659328.0,33132544.0,33374208.0,34799616.0,49111040.0,4857856.0,4386816.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1296338944.0,25247744.0,25722880.0,25247744.0,25690112.0,,,,,14536704.0
2022-11-09 17:36:26,47300608.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98525184.0,27164672.0,40960000.0,25464832.0,48025600.0,43737088.0,44007424.0,43925504.0,78479360.0,34062336.0,32768000.0,41578496.0,17842176.0,50659328.0,33132544.0,33374208.0,34799616.0,49111040.0,4898816.0,4386816.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25247744.0,26099712.0,25247744.0,25690112.0,,,,,14536704.0
2022-11-09 17:36:27,46825472.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78479360.0,34062336.0,32768000.0,41222144.0,17842176.0,50659328.0,33132544.0,33374208.0,34799616.0,49111040.0,4898816.0,4386816.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25247744.0,26099712.0,25247744.0,25690112.0,,,,,14536704.0
2022-11-09 17:36:28,46825472.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78446592.0,34062336.0,32768000.0,41222144.0,17842176.0,50659328.0,33132544.0,33374208.0,34799616.0,49111040.0,4898816.0,4419584.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25247744.0,26099712.0,25247744.0,25690112.0,,,,,14835712.0
2022-11-09 17:36:29,46825472.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78446592.0,34062336.0,32768000.0,41222144.0,17842176.0,50659328.0,33484800.0,33374208.0,34799616.0,49111040.0,4898816.0,4419584.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25247744.0,26099712.0,25284608.0,25735168.0,,,,,14835712.0
2022-11-09 17:36:30,46825472.0,35471360.0,34816000.0,37928960.0,46673920.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32768000.0,41222144.0,17842176.0,50659328.0,33484800.0,33374208.0,34799616.0,49217536.0,4898816.0,4419584.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,14835712.0
2022-11-09 17:36:31,46825472.0,35471360.0,33554432.0,37928960.0,46673920.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32768000.0,41222144.0,17842176.0,50659328.0,33484800.0,33611776.0,34799616.0,49217536.0,4898816.0,4419584.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,14835712.0
2022-11-09 17:36:32,46825472.0,35471360.0,34603008.0,36634624.0,47738880.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32768000.0,41222144.0,17842176.0,50659328.0,33484800.0,33611776.0,34799616.0,49217536.0,4898816.0,4448256.0,4263936.0,4657152.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,14835712.0
2022-11-09 17:36:33,46825472.0,37371904.0,34603008.0,36634624.0,47738880.0,342401024.0,394928128.0,98549760.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32768000.0,41222144.0,17842176.0,48828416.0,33484800.0,33611776.0,34799616.0,49217536.0,4898816.0,4448256.0,4263936.0,4792320.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,14835712.0
2022-11-09 17:36:34,46825472.0,37371904.0,34603008.0,36634624.0,47738880.0,342401024.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32768000.0,41222144.0,17842176.0,48828416.0,33484800.0,33611776.0,34799616.0,49217536.0,4935680.0,4448256.0,4313088.0,4792320.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,15130624.0
2022-11-09 17:36:35,46673920.0,37371904.0,34603008.0,36634624.0,47738880.0,342401024.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32796672.0,41222144.0,17842176.0,48828416.0,31019008.0,32890880.0,34799616.0,49217536.0,4935680.0,4448256.0,4313088.0,4792320.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,15130624.0
2022-11-09 17:36:36,46673920.0,37990400.0,34603008.0,36634624.0,47738880.0,342401024.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48025600.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32796672.0,41222144.0,17842176.0,48828416.0,31019008.0,32890880.0,34799616.0,49217536.0,4935680.0,4448256.0,4345856.0,4792320.0,,,,,1173381120.0,32727040.0,1298997248.0,25292800.0,26099712.0,25284608.0,25735168.0,,,,,15130624.0
2022-11-09 17:36:37,46673920.0,37990400.0,34603008.0,36634624.0,48480256.0,342401024.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48070656.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32796672.0,41222144.0,17842176.0,48828416.0,31019008.0,32890880.0,35368960.0,49217536.0,4935680.0,4448256.0,4345856.0,4792320.0,,,,,1173381120.0,32727040.0,1298964480.0,25292800.0,26099712.0,25284608.0,25956352.0,,,,,15130624.0
2022-11-09 17:36:38,47345664.0,37990400.0,34603008.0,36257792.0,48480256.0,342401024.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48070656.0,43737088.0,44007424.0,43925504.0,78413824.0,34062336.0,32796672.0,41439232.0,17842176.0,48828416.0,31019008.0,32890880.0,34717696.0,49217536.0,4935680.0,4448256.0,4345856.0,4792320.0,,,,,1173381120.0,32727040.0,1298964480.0,25292800.0,26099712.0,25284608.0,25956352.0,,,,,15130624.0
2022-11-09 17:36:39,47345664.0,37990400.0,34603008.0,36257792.0,48480256.0,342409216.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48111616.0,43786240.0,44007424.0,43925504.0,78413824.0,34062336.0,32825344.0,41439232.0,17842176.0,48828416.0,31019008.0,32890880.0,34717696.0,49217536.0,4935680.0,4448256.0,4345856.0,4792320.0,,,,,1173381120.0,32727040.0,1298964480.0,25292800.0,26058752.0,25284608.0,25956352.0,,,,,15130624.0
2022-11-09 17:36:40,47345664.0,37990400.0,34603008.0,36257792.0,48480256.0,342409216.0,394928128.0,98586624.0,27164672.0,40960000.0,25350144.0,48111616.0,43786240.0,44113920.0,43925504.0,78413824.0,34115584.0,32825344.0,41439232.0,17842176.0,48828416.0,31019008.0,32890880.0,34717696.0,49217536.0,4935680.0,4448256.0,4345856.0,4792320.0,,,,,1173381120.0,32727040.0,1298964480.0,25292800.0,26058752.0,25284608.0,25956352.0,,,,,15130624.0
2022-11-09 17:36:41,47345664.0,37990400.0,34603008.0,36257792.0,48480256.0,342409216.0,394928128.0,98623488.0,27164672.0,40960000.0,25350144.0,48111616.0,43786240.0,44113920.0,44007424.0,78434304.0,34168832.0,32825344.0,41811968.0,17842176.0,48082944.0,31019008.0,32890880.0,34717696.0,49217536.0,4935680.0,4448256.0,4345856.0,4829184.0,,,,,1173381120.0,32727040.0,1298964480.0,25403392.0,26058752.0,25284608.0,25956352.0,,,,,15130624.0
2022-11-09 17:36:42,47345664.0,37990400.0,34603008.0,36257792.0,48480256.0,342417408.0,394928128.0,98623488.0,27164672.0,40960000.0,25350144.0,48111616.0,43835392.0,44113920.0,44089344.0,78434304.0,34168832.0,32825344.0,41811968.0,17842176.0,48082944.0,31019008.0,32624640.0,34717696.0,46948352.0,4935680.0,4472832.0,4345856.0,4829184.0,,,,,1173381120.0,32727040.0,1298964480.0,25403392.0,26058752.0,25366528.0,25956352.0,,,,,15130624.0
